主城市,迁出城市,迁出省份,比例,日期
阿坝州,甘孜藏族自治州,四川省,5.46,2020-02-23
阿坝州,陇南市,甘肃省,2.33,2020-02-23
阿坝州,南充市,四川省,2.13,2020-02-23
阿坝州,德阳市,四川省,1.6,2020-02-23
阿坝州,雅安市,四川省,1.33,2020-02-23
阿坝州,果洛藏族自治州,青海省,1.06,2020-02-23
阿坝州,眉山市,四川省,1.0,2020-02-23
阿坝州,重庆市,重庆市,1.0,2020-02-23
阿坝州,铜仁市,贵州省,0.73,2020-02-23
阿坝州,凉山彝族自治州,四川省,0.66,2020-02-23
阿坝州,广州市,广东省,0.6,2020-02-23
阿坝州,资阳市,四川省,0.6,2020-02-23
阿坝州,乐山市,四川省,0.53,2020-02-23
阿坝州,泸州市,四川省,0.46,2020-02-23
阿坝州,榆林市,陕西省,0.4,2020-02-23
阿坝州,自贡市,四川省,0.4,2020-02-23
阿坝州,苏州市,江苏省,0.33,2020-02-23
阿坝州,宜宾市,四川省,0.26,2020-02-23
阿坝州,钦州市,广西壮族自治区,0.26,2020-02-23
阿坝州,金昌市,甘肃省,0.26,2020-02-23
阿坝州,临夏回族自治州,甘肃省,0.26,2020-02-23
阿坝州,达州市,四川省,0.26,2020-02-23
阿坝州,广元市,四川省,0.26,2020-02-23
阿坝州,昌都市,西藏自治区,0.26,2020-02-23
阿坝州,杭州市,浙江省,0.2,2020-02-23
阿坝州,遂宁市,四川省,0.2,2020-02-23
阿坝州,郑州市,河南省,0.2,2020-02-23
阿坝州,汉中市,陕西省,0.2,2020-02-23
阿坝州,巴中市,四川省,0.2,2020-02-23
阿坝州,北京市,北京市,0.13,2020-02-23
阿坝州,楚雄彝族自治州,云南省,0.13,2020-02-23
阿坝州,攀枝花市,四川省,0.13,2020-02-23
阿坝州,广安市,四川省,0.13,2020-02-23
阿坝州,深圳市,广东省,0.13,2020-02-23
阿坝州,南通市,江苏省,0.13,2020-02-23
阿坝州,内江市,四川省,0.13,2020-02-23
阿坝州,三明市,福建省,0.13,2020-02-23
阿坝州,海西蒙古族藏族自治州,青海省,0.13,2020-02-23
阿坝州,银川市,宁夏回族自治区,0.06,2020-02-23
阿坝州,焦作市,河南省,0.06,2020-02-23
阿坝州,巴音郭楞蒙古自治州,新疆维吾尔自治区,0.06,2020-02-23
阿坝州,兰州市,甘肃省,0.06,2020-02-23
阿坝州,定西市,甘肃省,0.06,2020-02-23
阿坝州,常德市,湖南省,0.06,2020-02-23
阿坝州,佛山市,广东省,0.06,2020-02-23
阿坝州,黔东南苗族侗族自治州,贵州省,0.06,2020-02-23
阿坝州,吴忠市,宁夏回族自治区,0.06,2020-02-23
阿坝州,玉树藏族自治州,青海省,0.06,2020-02-23
阿坝州,潍坊市,山东省,0.06,2020-02-23
阿坝州,潮州市,广东省,0.06,2020-02-23
阿坝州,天津市,天津市,0.06,2020-02-23
阿坝州,拉萨市,西藏自治区,0.06,2020-02-23
阿坝州,商丘市,河南省,0.06,2020-02-23
阿坝州,黔南布依族苗族自治州,贵州省,0.06,2020-02-23
阿坝州,邵阳市,湖南省,0.06,2020-02-23
阿坝州,湖州市,浙江省,0.06,2020-02-23
阿坝州,无锡市,江苏省,0.06,2020-02-23
阿坝州,武威市,甘肃省,0.06,2020-02-23
阿坝州,蚌埠市,安徽省,0.06,2020-02-23
阿坝州,林芝市,西藏自治区,0.06,2020-02-23
阿坝州,毕节市,贵州省,0.06,2020-02-23
阿坝州,东莞市,广东省,0.06,2020-02-23
阿坝州,珠海市,广东省,0.06,2020-02-23
阿坝州,惠州市,广东省,0.06,2020-02-23
阿坝州,红河哈尼族彝族自治州,云南省,0.06,2020-02-23
阿坝州,临汾市,山西省,0.06,2020-02-23
阿坝州,成都市,四川省,59.55,2020-02-24
阿坝州,甘南藏族自治州,甘肃省,9.18,2020-02-24
阿坝州,绵阳市,四川省,9.0,2020-02-24
阿坝州,甘孜藏族自治州,四川省,3.94,2020-02-24
阿坝州,南充市,四川省,1.84,2020-02-24
阿坝州,陇南市,甘肃省,1.84,2020-02-24
阿坝州,德阳市,四川省,1.41,2020-02-24
阿坝州,果洛藏族自治州,青海省,1.35,2020-02-24
阿坝州,乐山市,四川省,0.86,2020-02-24
阿坝州,重庆市,重庆市,0.8,2020-02-24
阿坝州,台州市,浙江省,0.73,2020-02-24
阿坝州,雅安市,四川省,0.61,2020-02-24
阿坝州,凉山彝族自治州,四川省,0.61,2020-02-24
阿坝州,眉山市,四川省,0.61,2020-02-24
阿坝州,资阳市,四川省,0.49,2020-02-24
阿坝州,遂宁市,四川省,0.43,2020-02-24
阿坝州,广安市,四川省,0.36,2020-02-24
阿坝州,苏州市,江苏省,0.36,2020-02-24
阿坝州,广元市,四川省,0.36,2020-02-24
阿坝州,泸州市,四川省,0.36,2020-02-24
阿坝州,临夏回族自治州,甘肃省,0.36,2020-02-24
阿坝州,达州市,四川省,0.3,2020-02-24
阿坝州,宁波市,浙江省,0.3,2020-02-24
阿坝州,金华市,浙江省,0.24,2020-02-24
阿坝州,黔南布依族苗族自治州,贵州省,0.24,2020-02-24
阿坝州,遵义市,贵州省,0.18,2020-02-24
阿坝州,巴中市,四川省,0.18,2020-02-24
阿坝州,攀枝花市,四川省,0.18,2020-02-24
阿坝州,拉萨市,西藏自治区,0.18,2020-02-24
阿坝州,上海市,上海市,0.18,2020-02-24
阿坝州,昭通市,云南省,0.18,2020-02-24
阿坝州,安顺市,贵州省,0.12,2020-02-24
阿坝州,长沙市,湖南省,0.12,2020-02-24
阿坝州,南阳市,河南省,0.12,2020-02-24
阿坝州,郑州市,河南省,0.12,2020-02-24
阿坝州,曲靖市,云南省,0.12,2020-02-24
阿坝州,吴忠市,宁夏回族自治区,0.12,2020-02-24
阿坝州,天津市,天津市,0.12,2020-02-24
阿坝州,内江市,四川省,0.12,2020-02-24
阿坝州,青岛市,山东省,0.12,2020-02-24
阿坝州,中山市,广东省,0.12,2020-02-24
阿坝州,安阳市,河南省,0.06,2020-02-24
阿坝州,毕节市,贵州省,0.06,2020-02-24
阿坝州,楚雄彝族自治州,云南省,0.06,2020-02-24
阿坝州,贵阳市,贵州省,0.06,2020-02-24
阿坝州,广州市,广东省,0.06,2020-02-24
阿坝州,株洲市,湖南省,0.06,2020-02-24
阿坝州,武威市,甘肃省,0.06,2020-02-24
阿坝州,汉中市,陕西省,0.06,2020-02-24
阿坝州,南通市,江苏省,0.06,2020-02-24
阿坝州,宜宾市,四川省,0.06,2020-02-24
阿坝州,金昌市,甘肃省,0.06,2020-02-24
阿坝州,银川市,宁夏回族自治区,0.06,2020-02-24
阿坝州,乌鲁木齐市,新疆维吾尔自治区,0.06,2020-02-24
阿坝州,北京市,北京市,0.06,2020-02-24
阿坝州,榆林市,陕西省,0.06,2020-02-24
阿坝州,恩施土家族苗族自治州,湖北省,0.06,2020-02-24
阿坝州,黔西南布依族苗族自治州,贵州省,0.06,2020-02-24
阿坝州,常州市,江苏省,0.06,2020-02-24
阿坝州,咸阳市,陕西省,0.06,2020-02-24
阿坝州,平凉市,甘肃省,0.06,2020-02-24
阿坝州,深圳市,广东省,0.06,2020-02-24
阿坝州,西宁市,青海省,0.06,2020-02-24
阿坝州,成都市,四川省,60.59,2020-02-25
阿坝州,甘南藏族自治州,甘肃省,7.89,2020-02-25
阿坝州,绵阳市,四川省,7.84,2020-02-25
阿坝州,甘孜藏族自治州,四川省,5.15,2020-02-25
阿坝州,陇南市,甘肃省,2.88,2020-02-25
阿坝州,德阳市,四川省,2.27,2020-02-25
阿坝州,南充市,四川省,1.51,2020-02-25
阿坝州,果洛藏族自治州,青海省,1.36,2020-02-25
阿坝州,乐山市,四川省,1.01,2020-02-25
阿坝州,重庆市,重庆市,0.96,2020-02-25
阿坝州,内江市,四川省,0.85,2020-02-25
阿坝州,雅安市,四川省,0.8,2020-02-25
阿坝州,眉山市,四川省,0.8,2020-02-25
阿坝州,遂宁市,四川省,0.65,2020-02-25
阿坝州,凉山彝族自治州,四川省,0.6,2020-02-25
阿坝州,广元市,四川省,0.4,2020-02-25
阿坝州,资阳市,四川省,0.4,2020-02-25
阿坝州,金华市,浙江省,0.25,2020-02-25
阿坝州,临夏回族自治州,甘肃省,0.25,2020-02-25
阿坝州,河池市,广西壮族自治区,0.15,2020-02-25
阿坝州,兰州市,甘肃省,0.15,2020-02-25
阿坝州,上海市,上海市,0.1,2020-02-25
阿坝州,拉萨市,西藏自治区,0.1,2020-02-25
阿坝州,榆林市,陕西省,0.1,2020-02-25
阿坝州,恩施土家族苗族自治州,湖北省,0.1,2020-02-25
阿坝州,丽江市,云南省,0.1,2020-02-25
阿坝州,广安市,四川省,0.1,2020-02-25
阿坝州,北京市,北京市,0.1,2020-02-25
阿坝州,桂林市,广西壮族自治区,0.1,2020-02-25
阿坝州,安康市,陕西省,0.1,2020-02-25
阿坝州,自贡市,四川省,0.1,2020-02-25
阿坝州,达州市,四川省,0.1,2020-02-25
阿坝州,芜湖市,安徽省,0.1,2020-02-25
阿坝州,西安市,陕西省,0.1,2020-02-25
阿坝州,中卫市,宁夏回族自治区,0.05,2020-02-25
阿坝州,株洲市,湖南省,0.05,2020-02-25
阿坝州,珠海市,广东省,0.05,2020-02-25
阿坝州,海南藏族自治州,青海省,0.05,2020-02-25
阿坝州,东莞市,广东省,0.05,2020-02-25
阿坝州,湘西土家族苗族自治州,湖南省,0.05,2020-02-25
阿坝州,贵阳市,贵州省,0.05,2020-02-25
阿坝州,广州市,广东省,0.05,2020-02-25
阿坝州,驻马店市,河南省,0.05,2020-02-25
阿坝州,昆明市,云南省,0.05,2020-02-25
阿坝州,九江市,江西省,0.05,2020-02-25
阿坝州,郑州市,河南省,0.05,2020-02-25
阿坝州,吴忠市,宁夏回族自治区,0.05,2020-02-25
阿坝州,武威市,甘肃省,0.05,2020-02-25
阿坝州,深圳市,广东省,0.05,2020-02-25
阿坝州,杭州市,浙江省,0.05,2020-02-25
阿坝州,福州市,福建省,0.05,2020-02-25
阿坝州,昌都市,西藏自治区,0.05,2020-02-25
阿坝州,韶关市,广东省,0.05,2020-02-25
阿坝州,遵义市,贵州省,0.05,2020-02-25
阿坝州,无锡市,江苏省,0.05,2020-02-25
阿坝州,攀枝花市,四川省,0.05,2020-02-25
阿坝州,阜阳市,安徽省,0.05,2020-02-25
阿坝州,金昌市,甘肃省,0.05,2020-02-25
阿坝州,日喀则市,西藏自治区,0.05,2020-02-25
阿坝州,宁波市,浙江省,0.05,2020-02-25
阿坝州,昌吉回族自治州,新疆维吾尔自治区,0.05,2020-02-25
阿坝州,信阳市,河南省,0.05,2020-02-25
阿坝州,咸阳市,陕西省,0.05,2020-02-25
阿坝州,娄底市,湖南省,0.05,2020-02-25
阿坝州,清远市,广东省,0.05,2020-02-25
阿坝州,定西市,甘肃省,0.05,2020-02-25
阿坝州,淄博市,山东省,0.05,2020-02-25
阿坝州,文山壮族苗族自治州,云南省,0.05,2020-02-25
阿坝州,黔西南布依族苗族自治州,贵州省,0.05,2020-02-25
阿坝州,西宁市,青海省,0.05,2020-02-25
巴中,成都市,四川省,38.65,2020-02-01
巴中,达州市,四川省,11.64,2020-02-01
巴中,南充市,四川省,8.3,2020-02-01
巴中,重庆市,重庆市,6.37,2020-02-01
巴中,广元市,四川省,6.17,2020-02-01
巴中,上海市,上海市,2.55,2020-02-01
巴中,绵阳市,四川省,2.32,2020-02-01
巴中,北京市,北京市,1.28,2020-02-01
巴中,深圳市,广东省,1.2,2020-02-01
巴中,宁波市,浙江省,1.01,2020-02-01
巴中,汉中市,陕西省,0.91,2020-02-01
巴中,德阳市,四川省,0.88,2020-02-01
巴中,泉州市,福建省,0.68,2020-02-01
巴中,西安市,陕西省,0.66,2020-02-01
巴中,遂宁市,四川省,0.6,2020-02-01
巴中,东莞市,广东省,0.57,2020-02-01
巴中,广安市,四川省,0.55,2020-02-01
巴中,广州市,广东省,0.53,2020-02-01
巴中,汕头市,广东省,0.48,2020-02-01
巴中,眉山市,四川省,0.44,2020-02-01
巴中,厦门市,福建省,0.41,2020-02-01
巴中,苏州市,江苏省,0.41,2020-02-01
巴中,常州市,江苏省,0.4,2020-02-01
巴中,乐山市,四川省,0.39,2020-02-01
巴中,无锡市,江苏省,0.37,2020-02-01
巴中,资阳市,四川省,0.37,2020-02-01
巴中,十堰市,湖北省,0.36,2020-02-01
巴中,海口市,海南省,0.36,2020-02-01
巴中,宜宾市,四川省,0.33,2020-02-01
巴中,泸州市,四川省,0.32,2020-02-01
巴中,昆明市,云南省,0.3,2020-02-01
巴中,福州市,福建省,0.3,2020-02-01
巴中,佛山市,广东省,0.3,2020-02-01
巴中,自贡市,四川省,0.29,2020-02-01
巴中,中山市,广东省,0.28,2020-02-01
巴中,贵阳市,贵州省,0.24,2020-02-01
巴中,内江市,四川省,0.22,2020-02-01
巴中,杭州市,浙江省,0.21,2020-02-01
巴中,信阳市,河南省,0.18,2020-02-01
巴中,凉山彝族自治州,四川省,0.16,2020-02-01
巴中,遵义市,贵州省,0.16,2020-02-01
巴中,江门市,广东省,0.15,2020-02-01
巴中,雅安市,四川省,0.15,2020-02-01
巴中,郑州市,河南省,0.13,2020-02-01
巴中,安康市,陕西省,0.13,2020-02-01
巴中,嘉兴市,浙江省,0.13,2020-02-01
巴中,温州市,浙江省,0.13,2020-02-01
巴中,沈阳市,辽宁省,0.12,2020-02-01
巴中,保定市,河北省,0.12,2020-02-01
巴中,攀枝花市,四川省,0.12,2020-02-01
巴中,惠州市,广东省,0.12,2020-02-01
巴中,石家庄市,河北省,0.11,2020-02-01
巴中,乌鲁木齐市,新疆维吾尔自治区,0.11,2020-02-01
巴中,南阳市,河南省,0.1,2020-02-01
巴中,天津市,天津市,0.1,2020-02-01
巴中,宝鸡市,陕西省,0.1,2020-02-01
巴中,桂林市,广西壮族自治区,0.1,2020-02-01
巴中,商洛市,陕西省,0.09,2020-02-01
巴中,渭南市,陕西省,0.09,2020-02-01
巴中,揭阳市,广东省,0.08,2020-02-01
巴中,贺州市,广西壮族自治区,0.08,2020-02-01
巴中,兰州市,甘肃省,0.08,2020-02-01
巴中,南京市,江苏省,0.07,2020-02-01
巴中,长沙市,湖南省,0.07,2020-02-01
巴中,咸阳市,陕西省,0.07,2020-02-01
巴中,黔东南苗族侗族自治州,贵州省,0.07,2020-02-01
巴中,宜昌市,湖北省,0.06,2020-02-01
巴中,济南市,山东省,0.06,2020-02-01
巴中,运城市,山西省,0.06,2020-02-01
巴中,永州市,湖南省,0.06,2020-02-01
巴中,湛江市,广东省,0.06,2020-02-01
巴中,毕节市,贵州省,0.06,2020-02-01
巴中,株洲市,湖南省,0.06,2020-02-01
巴中,邯郸市,河北省,0.06,2020-02-01
巴中,珠海市,广东省,0.06,2020-02-01
巴中,恩施土家族苗族自治州,湖北省,0.06,2020-02-01
巴中,怀化市,湖南省,0.06,2020-02-01
巴中,廊坊市,河北省,0.06,2020-02-01
巴中,合肥市,安徽省,0.06,2020-02-01
巴中,三亚市,海南省,0.06,2020-02-01
巴中,晋中市,山西省,0.06,2020-02-01
巴中,肇庆市,广东省,0.05,2020-02-01
巴中,红河哈尼族彝族自治州,云南省,0.05,2020-02-01
巴中,威海市,山东省,0.05,2020-02-01
巴中,湘西土家族苗族自治州,湖南省,0.05,2020-02-01
巴中,太原市,山西省,0.05,2020-02-01
巴中,大连市,辽宁省,0.05,2020-02-01
巴中,南宁市,广西壮族自治区,0.05,2020-02-01
巴中,清远市,广东省,0.05,2020-02-01
巴中,临汾市,山西省,0.05,2020-02-01
巴中,龙岩市,福建省,0.05,2020-02-01
巴中,益阳市,湖南省,0.05,2020-02-01
巴中,南昌市,江西省,0.05,2020-02-01
巴中,楚雄彝族自治州,云南省,0.04,2020-02-01
巴中,泰州市,江苏省,0.04,2020-02-01
巴中,衡阳市,湖南省,0.04,2020-02-01
巴中,百色市,广西壮族自治区,0.04,2020-02-01
巴中,梅州市,广东省,0.04,2020-02-01
巴中,莆田市,福建省,0.04,2020-02-01
巴中,宁德市,福建省,0.04,2020-02-01
巴中,成都市,四川省,38.13,2020-02-02
巴中,达州市,四川省,11.89,2020-02-02
巴中,南充市,四川省,7.36,2020-02-02
巴中,广元市,四川省,6.0,2020-02-02
巴中,重庆市,重庆市,5.76,2020-02-02
巴中,上海市,上海市,3.19,2020-02-02
巴中,绵阳市,四川省,1.94,2020-02-02
巴中,宁波市,浙江省,1.62,2020-02-02
巴中,北京市,北京市,1.44,2020-02-02
巴中,汉中市,陕西省,1.07,2020-02-02
巴中,西安市,陕西省,0.87,2020-02-02
巴中,常州市,江苏省,0.84,2020-02-02
巴中,深圳市,广东省,0.84,2020-02-02
巴中,泉州市,福建省,0.77,2020-02-02
巴中,德阳市,四川省,0.76,2020-02-02
巴中,苏州市,江苏省,0.62,2020-02-02
巴中,遂宁市,四川省,0.59,2020-02-02
巴中,广州市,广东省,0.55,2020-02-02
巴中,无锡市,江苏省,0.49,2020-02-02
巴中,东莞市,广东省,0.47,2020-02-02
巴中,信阳市,河南省,0.44,2020-02-02
巴中,眉山市,四川省,0.42,2020-02-02
巴中,内江市,四川省,0.39,2020-02-02
巴中,广安市,四川省,0.38,2020-02-02
巴中,汕头市,广东省,0.32,2020-02-02
巴中,厦门市,福建省,0.32,2020-02-02
巴中,佛山市,广东省,0.32,2020-02-02
巴中,乐山市,四川省,0.31,2020-02-02
巴中,宜宾市,四川省,0.3,2020-02-02
巴中,中山市,广东省,0.3,2020-02-02
巴中,泸州市,四川省,0.28,2020-02-02
巴中,海口市,海南省,0.27,2020-02-02
巴中,资阳市,四川省,0.26,2020-02-02
巴中,福州市,福建省,0.24,2020-02-02
巴中,昆明市,云南省,0.22,2020-02-02
巴中,自贡市,四川省,0.22,2020-02-02
巴中,天津市,天津市,0.21,2020-02-02
巴中,十堰市,湖北省,0.21,2020-02-02
巴中,石家庄市,河北省,0.19,2020-02-02
巴中,嘉兴市,浙江省,0.19,2020-02-02
巴中,南阳市,河南省,0.17,2020-02-02
巴中,廊坊市,河北省,0.17,2020-02-02
巴中,贵阳市,贵州省,0.16,2020-02-02
巴中,凉山彝族自治州,四川省,0.16,2020-02-02
巴中,南京市,江苏省,0.15,2020-02-02
巴中,遵义市,贵州省,0.14,2020-02-02
巴中,杭州市,浙江省,0.14,2020-02-02
巴中,攀枝花市,四川省,0.13,2020-02-02
巴中,莆田市,福建省,0.13,2020-02-02
巴中,江门市,广东省,0.12,2020-02-02
巴中,济南市,山东省,0.12,2020-02-02
巴中,咸阳市,陕西省,0.12,2020-02-02
巴中,滁州市,安徽省,0.11,2020-02-02
巴中,乌鲁木齐市,新疆维吾尔自治区,0.11,2020-02-02
巴中,六安市,安徽省,0.11,2020-02-02
巴中,黔南布依族苗族自治州,贵州省,0.1,2020-02-02
巴中,郑州市,河南省,0.1,2020-02-02
巴中,安康市,陕西省,0.1,2020-02-02
巴中,惠州市,广东省,0.1,2020-02-02
巴中,湘西土家族苗族自治州,湖南省,0.1,2020-02-02
巴中,周口市,河南省,0.09,2020-02-02
巴中,宝鸡市,陕西省,0.09,2020-02-02
巴中,太原市,山西省,0.09,2020-02-02
巴中,九江市,江西省,0.09,2020-02-02
巴中,雅安市,四川省,0.09,2020-02-02
巴中,沈阳市,辽宁省,0.09,2020-02-02
巴中,清远市,广东省,0.08,2020-02-02
巴中,渭南市,陕西省,0.08,2020-02-02
巴中,商丘市,河南省,0.08,2020-02-02
巴中,邵阳市,湖南省,0.08,2020-02-02
巴中,青岛市,山东省,0.08,2020-02-02
巴中,临汾市,山西省,0.08,2020-02-02
巴中,运城市,山西省,0.07,2020-02-02
巴中,常德市,湖南省,0.07,2020-02-02
巴中,揭阳市,广东省,0.07,2020-02-02
巴中,合肥市,安徽省,0.07,2020-02-02
巴中,株洲市,湖南省,0.07,2020-02-02
巴中,晋中市,山西省,0.07,2020-02-02
巴中,南宁市,广西壮族自治区,0.07,2020-02-02
巴中,长沙市,湖南省,0.07,2020-02-02
巴中,南通市,江苏省,0.07,2020-02-02
巴中,怀化市,湖南省,0.06,2020-02-02
巴中,甘孜藏族自治州,四川省,0.06,2020-02-02
巴中,桂林市,广西壮族自治区,0.06,2020-02-02
巴中,赣州市,江西省,0.06,2020-02-02
巴中,保定市,河北省,0.06,2020-02-02
巴中,兰州市,甘肃省,0.06,2020-02-02
巴中,南昌市,江西省,0.06,2020-02-02
巴中,永州市,湖南省,0.06,2020-02-02
巴中,黔东南苗族侗族自治州,贵州省,0.06,2020-02-02
巴中,扬州市,江苏省,0.06,2020-02-02
巴中,徐州市,江苏省,0.06,2020-02-02
巴中,大同市,山西省,0.05,2020-02-02
巴中,三门峡市,河南省,0.05,2020-02-02
巴中,珠海市,广东省,0.05,2020-02-02
巴中,漳州市,福建省,0.05,2020-02-02
巴中,湛江市,广东省,0.05,2020-02-02
巴中,菏泽市,山东省,0.04,2020-02-02
巴中,六盘水市,贵州省,0.04,2020-02-02
巴中,韶关市,广东省,0.04,2020-02-02
巴中,成都市,四川省,37.64,2020-02-03
巴中,达州市,四川省,11.6,2020-02-03
巴中,南充市,四川省,7.42,2020-02-03
巴中,广元市,四川省,6.2,2020-02-03
巴中,重庆市,重庆市,5.76,2020-02-03
巴中,上海市,上海市,3.54,2020-02-03
巴中,绵阳市,四川省,1.85,2020-02-03
巴中,北京市,北京市,1.5,2020-02-03
巴中,宁波市,浙江省,1.44,2020-02-03
巴中,深圳市,广东省,1.35,2020-02-03
巴中,汉中市,陕西省,0.94,2020-02-03
巴中,广州市,广东省,0.87,2020-02-03
巴中,泉州市,福建省,0.85,2020-02-03
巴中,西安市,陕西省,0.72,2020-02-03
巴中,常州市,江苏省,0.7,2020-02-03
巴中,东莞市,广东省,0.64,2020-02-03
巴中,德阳市,四川省,0.62,2020-02-03
巴中,苏州市,江苏省,0.58,2020-02-03
巴中,海口市,海南省,0.55,2020-02-03
巴中,汕头市,广东省,0.54,2020-02-03
巴中,眉山市,四川省,0.54,2020-02-03
巴中,无锡市,江苏省,0.53,2020-02-03
巴中,遂宁市,四川省,0.45,2020-02-03
巴中,佛山市,广东省,0.43,2020-02-03
巴中,十堰市,湖北省,0.36,2020-02-03
巴中,广安市,四川省,0.35,2020-02-03
巴中,中山市,广东省,0.34,2020-02-03
巴中,乐山市,四川省,0.33,2020-02-03
巴中,资阳市,四川省,0.31,2020-02-03
巴中,昆明市,云南省,0.3,2020-02-03
巴中,福州市,福建省,0.29,2020-02-03
巴中,宜宾市,四川省,0.28,2020-02-03
巴中,南京市,江苏省,0.27,2020-02-03
巴中,自贡市,四川省,0.26,2020-02-03
巴中,内江市,四川省,0.26,2020-02-03
巴中,信阳市,河南省,0.25,2020-02-03
巴中,凉山彝族自治州,四川省,0.23,2020-02-03
巴中,厦门市,福建省,0.19,2020-02-03
巴中,杭州市,浙江省,0.18,2020-02-03
巴中,桂林市,广西壮族自治区,0.17,2020-02-03
巴中,贵阳市,贵州省,0.16,2020-02-03
巴中,泸州市,四川省,0.16,2020-02-03
巴中,廊坊市,河北省,0.16,2020-02-03
巴中,雅安市,四川省,0.15,2020-02-03
巴中,嘉兴市,浙江省,0.14,2020-02-03
巴中,天津市,天津市,0.14,2020-02-03
巴中,沈阳市,辽宁省,0.14,2020-02-03
巴中,江门市,广东省,0.14,2020-02-03
巴中,石家庄市,河北省,0.13,2020-02-03
巴中,莆田市,福建省,0.13,2020-02-03
巴中,南通市,江苏省,0.12,2020-02-03
巴中,黔东南苗族侗族自治州,贵州省,0.11,2020-02-03
巴中,遵义市,贵州省,0.11,2020-02-03
巴中,安康市,陕西省,0.11,2020-02-03
巴中,保定市,河北省,0.11,2020-02-03
巴中,宝鸡市,陕西省,0.1,2020-02-03
巴中,攀枝花市,四川省,0.1,2020-02-03
巴中,长沙市,湖南省,0.1,2020-02-03
巴中,济南市,山东省,0.09,2020-02-03
巴中,乌鲁木齐市,新疆维吾尔自治区,0.09,2020-02-03
巴中,温州市,浙江省,0.09,2020-02-03
巴中,商洛市,陕西省,0.08,2020-02-03
巴中,合肥市,安徽省,0.08,2020-02-03
巴中,南宁市,广西壮族自治区,0.08,2020-02-03
巴中,惠州市,广东省,0.08,2020-02-03
巴中,珠海市,广东省,0.08,2020-02-03
巴中,青岛市,山东省,0.08,2020-02-03
巴中,毕节市,贵州省,0.08,2020-02-03
巴中,镇江市,江苏省,0.08,2020-02-03
巴中,周口市,河南省,0.07,2020-02-03
巴中,咸阳市,陕西省,0.07,2020-02-03
巴中,黔南布依族苗族自治州,贵州省,0.07,2020-02-03
巴中,临汾市,山西省,0.07,2020-02-03
巴中,台州市,浙江省,0.07,2020-02-03
巴中,渭南市,陕西省,0.07,2020-02-03
巴中,太原市,山西省,0.07,2020-02-03
巴中,兰州市,甘肃省,0.07,2020-02-03
巴中,红河哈尼族彝族自治州,云南省,0.07,2020-02-03
巴中,黔西南布依族苗族自治州,贵州省,0.07,2020-02-03
巴中,清远市,广东省,0.06,2020-02-03
巴中,永州市,湖南省,0.06,2020-02-03
巴中,湛江市,广东省,0.06,2020-02-03
巴中,绍兴市,浙江省,0.06,2020-02-03
巴中,运城市,山西省,0.05,2020-02-03
巴中,柳州市,广西壮族自治区,0.05,2020-02-03
巴中,郑州市,河南省,0.05,2020-02-03
巴中,安庆市,安徽省,0.05,2020-02-03
巴中,甘孜藏族自治州,四川省,0.05,2020-02-03
巴中,银川市,宁夏回族自治区,0.05,2020-02-03
巴中,三亚市,海南省,0.05,2020-02-03
巴中,六安市,安徽省,0.05,2020-02-03
巴中,陇南市,甘肃省,0.05,2020-02-03
巴中,酒泉市,甘肃省,0.05,2020-02-03
巴中,榆林市,陕西省,0.05,2020-02-03
巴中,河池市,广西壮族自治区,0.05,2020-02-03
巴中,百色市,广西壮族自治区,0.05,2020-02-03
巴中,铜仁市,贵州省,0.04,2020-02-03
巴中,盐城市,江苏省,0.04,2020-02-03
巴中,揭阳市,广东省,0.04,2020-02-03
巴中,西宁市,青海省,0.04,2020-02-03
巴中,成都市,四川省,29.65,2020-02-04
巴中,达州市,四川省,15.38,2020-02-04
巴中,南充市,四川省,10.76,2020-02-04
巴中,广元市,四川省,8.88,2020-02-04
巴中,重庆市,重庆市,5.15,2020-02-04
巴中,上海市,上海市,3.32,2020-02-04
巴中,绵阳市,四川省,2.41,2020-02-04
巴中,宁波市,浙江省,1.78,2020-02-04
巴中,深圳市,广东省,1.31,2020-02-04
巴中,北京市,北京市,1.21,2020-02-04
巴中,汉中市,陕西省,1.19,2020-02-04
巴中,西安市,陕西省,0.66,2020-02-04
巴中,苏州市,江苏省,0.66,2020-02-04
巴中,德阳市,四川省,0.65,2020-02-04
巴中,东莞市,广东省,0.62,2020-02-04
巴中,泉州市,福建省,0.6,2020-02-04
巴中,无锡市,江苏省,0.59,2020-02-04
巴中,海口市,海南省,0.58,2020-02-04
巴中,广州市,广东省,0.57,2020-02-04
巴中,常州市,江苏省,0.56,2020-02-04
巴中,佛山市,广东省,0.54,2020-02-04
巴中,遂宁市,四川省,0.52,2020-02-04
巴中,十堰市,湖北省,0.51,2020-02-04
巴中,汕头市,广东省,0.44,2020-02-04
巴中,眉山市,四川省,0.4,2020-02-04
巴中,自贡市,四川省,0.38,2020-02-04
巴中,乐山市,四川省,0.37,2020-02-04
巴中,资阳市,四川省,0.37,2020-02-04
巴中,中山市,广东省,0.37,2020-02-04
巴中,广安市,四川省,0.32,2020-02-04
巴中,信阳市,河南省,0.3,2020-02-04
巴中,内江市,四川省,0.28,2020-02-04
巴中,昆明市,云南省,0.24,2020-02-04
巴中,厦门市,福建省,0.23,2020-02-04
巴中,福州市,福建省,0.23,2020-02-04
巴中,凉山彝族自治州,四川省,0.23,2020-02-04
巴中,沈阳市,辽宁省,0.18,2020-02-04
巴中,宜宾市,四川省,0.16,2020-02-04
