主城市,迁出城市,迁出省份,比例,日期
德阳,北京市,北京市,0.42,2020/1/28
德阳,西安市,陕西省,0.39,2020/1/28
德阳,遵义市,贵州省,0.38,2020/1/28
德阳,昆明市,云南省,0.35,2020/1/28
德阳,上海市,上海市,0.35,2020/1/28
德阳,贵阳市,贵州省,0.34,2020/1/28
德阳,深圳市,广东省,0.34,2020/1/28
德阳,阿坝藏族羌族自治州,四川省,0.31,2020/1/28
德阳,广州市,广东省,0.22,2020/1/28
德阳,苏州市,江苏省,0.22,2020/1/28
德阳,西宁市,青海省,0.21,2020/1/28
德阳,东莞市,广东省,0.21,2020/1/28
德阳,陇南市,甘肃省,0.16,2020/1/28
德阳,兰州市,甘肃省,0.16,2020/1/28
德阳,无锡市,江苏省,0.14,2020/1/28
德阳,厦门市,福建省,0.14,2020/1/28
德阳,酒泉市,甘肃省,0.13,2020/1/28
德阳,毕节市,贵州省,0.13,2020/1/28
德阳,甘孜藏族自治州,四川省,0.13,2020/1/28
德阳,宁波市,浙江省,0.12,2020/1/28
德阳,黔南布依族苗族自治州,贵州省,0.11,2020/1/28
德阳,汉中市,陕西省,0.11,2020/1/28
德阳,昭通市,云南省,0.11,2020/1/28
德阳,中山市,广东省,0.1,2020/1/28
德阳,南宁市,广西壮族自治区,0.1,2020/1/28
德阳,渭南市,陕西省,0.09,2020/1/28
德阳,桂林市,广西壮族自治区,0.09,2020/1/28
德阳,石家庄市,河北省,0.08,2020/1/28
德阳,杭州市,浙江省,0.08,2020/1/28
德阳,天津市,天津市,0.08,2020/1/28
德阳,十堰市,湖北省,0.08,2020/1/28
德阳,南京市,江苏省,0.08,2020/1/28
德阳,佛山市,广东省,0.08,2020/1/28
德阳,南阳市,河南省,0.07,2020/1/28
德阳,福州市,福建省,0.07,2020/1/28
德阳,曲靖市,云南省,0.07,2020/1/28
德阳,青岛市,山东省,0.06,2020/1/28
德阳,哈密市,新疆维吾尔自治区,0.06,2020/1/28
德阳,郑州市,河南省,0.06,2020/1/28
德阳,湖州市,浙江省,0.06,2020/1/28
德阳,常州市,江苏省,0.06,2020/1/28
德阳,黔东南苗族侗族自治州,贵州省,0.06,2020/1/28
德阳,临汾市,山西省,0.05,2020/1/28
德阳,保定市,河北省,0.05,2020/1/28
德阳,拉萨市,西藏自治区,0.05,2020/1/28
德阳,潮州市,广东省,0.05,2020/1/28
德阳,咸阳市,陕西省,0.05,2020/1/28
德阳,延安市,陕西省,0.05,2020/1/28
德阳,沈阳市,辽宁省,0.05,2020/1/28
德阳,海口市,海南省,0.05,2020/1/28
德阳,廊坊市,河北省,0.04,2020/1/28
德阳,金华市,浙江省,0.04,2020/1/28
德阳,江门市,广东省,0.04,2020/1/28
德阳,长沙市,湖南省,0.04,2020/1/28
德阳,定西市,甘肃省,0.04,2020/1/28
德阳,宝鸡市,陕西省,0.04,2020/1/28
德阳,楚雄彝族自治州,云南省,0.04,2020/1/28
德阳,泉州市,福建省,0.04,2020/1/28
德阳,恩施土家族苗族自治州,湖北省,0.04,2020/1/28
德阳,嘉兴市,浙江省,0.04,2020/1/28
德阳,株洲市,湖南省,0.03,2020/1/28
德阳,忻州市,山西省,0.03,2020/1/28
德阳,海东市,青海省,0.03,2020/1/28
德阳,南昌市,江西省,0.03,2020/1/28
德阳,徐州市,江苏省,0.03,2020/1/28
德阳,银川市,宁夏回族自治区,0.03,2020/1/28
德阳,呼和浩特市,内蒙古自治区,0.03,2020/1/28
德阳,洛阳市,河南省,0.03,2020/1/28
德阳,菏泽市,山东省,0.03,2020/1/28
德阳,包头市,内蒙古自治区,0.03,2020/1/28
德阳,太原市,山西省,0.03,2020/1/28
德阳,清远市,广东省,0.03,2020/1/28
德阳,铜仁市,贵州省,0.03,2020/1/28
德阳,岳阳市,湖南省,0.03,2020/1/28
德阳,淮南市,安徽省,0.03,2020/1/28
德阳,镇江市,江苏省,0.03,2020/1/28
德阳,温州市,浙江省,0.03,2020/1/28
德阳,湘潭市,湖南省,0.03,2020/1/28
德阳,盐城市,江苏省,0.03,2020/1/28
德阳,扬州市,江苏省,0.03,2020/1/28
德阳,聊城市,山东省,0.03,2020/1/28
德阳,成都市,四川省,52.58,2020/1/29
德阳,绵阳市,四川省,16.13,2020/1/29
德阳,重庆市,重庆市,3.55,2020/1/29
德阳,遂宁市,四川省,3.34,2020/1/29
德阳,资阳市,四川省,2.1,2020/1/29
德阳,南充市,四川省,1.54,2020/1/29
德阳,广元市,四川省,1.2,2020/1/29
德阳,内江市,四川省,1.04,2020/1/29
德阳,眉山市,四川省,1.01,2020/1/29
德阳,乐山市,四川省,0.73,2020/1/29
德阳,巴中市,四川省,0.68,2020/1/29
德阳,雅安市,四川省,0.63,2020/1/29
德阳,达州市,四川省,0.62,2020/1/29
德阳,宜宾市,四川省,0.61,2020/1/29
德阳,上海市,上海市,0.56,2020/1/29
德阳,凉山彝族自治州,四川省,0.54,2020/1/29
德阳,攀枝花市,四川省,0.49,2020/1/29
德阳,北京市,北京市,0.48,2020/1/29
德阳,深圳市,广东省,0.47,2020/1/29
德阳,自贡市,四川省,0.45,2020/1/29
德阳,东莞市,广东省,0.45,2020/1/29
德阳,昆明市,云南省,0.41,2020/1/29
德阳,广安市,四川省,0.37,2020/1/29
德阳,苏州市,江苏省,0.33,2020/1/29
德阳,泸州市,四川省,0.33,2020/1/29
德阳,阿坝藏族羌族自治州,四川省,0.28,2020/1/29
德阳,广州市,广东省,0.28,2020/1/29
德阳,西安市,陕西省,0.27,2020/1/29
德阳,贵阳市,贵州省,0.26,2020/1/29
德阳,遵义市,贵州省,0.25,2020/1/29
德阳,宁波市,浙江省,0.2,2020/1/29
德阳,西宁市,青海省,0.19,2020/1/29
德阳,兰州市,甘肃省,0.19,2020/1/29
德阳,厦门市,福建省,0.18,2020/1/29
德阳,乌鲁木齐市,新疆维吾尔自治区,0.16,2020/1/29
德阳,佛山市,广东省,0.15,2020/1/29
德阳,杭州市,浙江省,0.14,2020/1/29
德阳,无锡市,江苏省,0.14,2020/1/29
德阳,黔南布依族苗族自治州,贵州省,0.14,2020/1/29
德阳,昭通市,云南省,0.14,2020/1/29
德阳,潮州市,广东省,0.13,2020/1/29
德阳,中山市,广东省,0.13,2020/1/29
德阳,陇南市,甘肃省,0.12,2020/1/29
德阳,十堰市,湖北省,0.11,2020/1/29
德阳,常州市,江苏省,0.11,2020/1/29
德阳,渭南市,陕西省,0.11,2020/1/29
德阳,汉中市,陕西省,0.11,2020/1/29
德阳,酒泉市,甘肃省,0.11,2020/1/29
德阳,福州市,福建省,0.11,2020/1/29
德阳,廊坊市,河北省,0.11,2020/1/29
德阳,郑州市,河南省,0.1,2020/1/29
德阳,天津市,天津市,0.1,2020/1/29
德阳,楚雄彝族自治州,云南省,0.09,2020/1/29
德阳,南京市,江苏省,0.09,2020/1/29
德阳,温州市,浙江省,0.08,2020/1/29
德阳,长沙市,湖南省,0.07,2020/1/29
德阳,桂林市,广西壮族自治区,0.07,2020/1/29
德阳,青岛市,山东省,0.06,2020/1/29
德阳,黔西南布依族苗族自治州,贵州省,0.06,2020/1/29
德阳,石家庄市,河北省,0.06,2020/1/29
德阳,玉溪市,云南省,0.06,2020/1/29
德阳,惠州市,广东省,0.06,2020/1/29
德阳,黔东南苗族侗族自治州,贵州省,0.06,2020/1/29
德阳,南宁市,广西壮族自治区,0.06,2020/1/29
德阳,嘉兴市,浙江省,0.06,2020/1/29
德阳,保定市,河北省,0.06,2020/1/29
德阳,烟台市,山东省,0.06,2020/1/29
德阳,宝鸡市,陕西省,0.05,2020/1/29
德阳,信阳市,河南省,0.05,2020/1/29
德阳,南阳市,河南省,0.05,2020/1/29
德阳,盐城市,江苏省,0.05,2020/1/29
德阳,徐州市,江苏省,0.05,2020/1/29
德阳,安康市,陕西省,0.05,2020/1/29
德阳,常德市,湖南省,0.05,2020/1/29
德阳,海西蒙古族藏族自治州,青海省,0.05,2020/1/29
德阳,甘孜藏族自治州,四川省,0.04,2020/1/29
德阳,江门市,广东省,0.04,2020/1/29
德阳,南昌市,江西省,0.04,2020/1/29
德阳,银川市,宁夏回族自治区,0.04,2020/1/29
德阳,柳州市,广西壮族自治区,0.04,2020/1/29
德阳,咸阳市,陕西省,0.04,2020/1/29
德阳,湖州市,浙江省,0.04,2020/1/29
德阳,怀化市,湖南省,0.04,2020/1/29
德阳,金华市,浙江省,0.04,2020/1/29
德阳,忻州市,山西省,0.04,2020/1/29
德阳,毕节市,贵州省,0.04,2020/1/29
德阳,安顺市,贵州省,0.04,2020/1/29
德阳,济南市,山东省,0.04,2020/1/29
德阳,合肥市,安徽省,0.04,2020/1/29
德阳,珠海市,广东省,0.04,2020/1/29
德阳,岳阳市,湖南省,0.04,2020/1/29
德阳,衡阳市,湖南省,0.04,2020/1/29
德阳,泉州市,福建省,0.04,2020/1/29
德阳,定西市,甘肃省,0.04,2020/1/29
德阳,铜仁市,贵州省,0.03,2020/1/29
德阳,保山市,云南省,0.03,2020/1/29
德阳,西双版纳傣族自治州,云南省,0.03,2020/1/29
德阳,曲靖市,云南省,0.03,2020/1/29
德阳,哈密市,新疆维吾尔自治区,0.03,2020/1/29
德阳,百色市,广西壮族自治区,0.03,2020/1/29
德阳,成都市,四川省,54.95,2020/1/30
德阳,绵阳市,四川省,14.51,2020/1/30
德阳,重庆市,重庆市,3.32,2020/1/30
德阳,遂宁市,四川省,3.02,2020/1/30
德阳,资阳市,四川省,1.84,2020/1/30
德阳,南充市,四川省,1.41,2020/1/30
德阳,广元市,四川省,1.03,2020/1/30
德阳,眉山市,四川省,0.92,2020/1/30
德阳,乐山市,四川省,0.8,2020/1/30
德阳,内江市,四川省,0.73,2020/1/30
德阳,凉山彝族自治州,四川省,0.7,2020/1/30
德阳,东莞市,广东省,0.68,2020/1/30
德阳,攀枝花市,四川省,0.58,2020/1/30
德阳,上海市,上海市,0.55,2020/1/30
德阳,北京市,北京市,0.55,2020/1/30
德阳,宜宾市,四川省,0.51,2020/1/30
德阳,达州市,四川省,0.5,2020/1/30
德阳,深圳市,广东省,0.5,2020/1/30
德阳,雅安市,四川省,0.48,2020/1/30
德阳,昆明市,云南省,0.44,2020/1/30
德阳,巴中市,四川省,0.43,2020/1/30
德阳,自贡市,四川省,0.41,2020/1/30
德阳,贵阳市,贵州省,0.4,2020/1/30
德阳,厦门市,福建省,0.39,2020/1/30
德阳,阿坝藏族羌族自治州,四川省,0.35,2020/1/30
德阳,泸州市,四川省,0.32,2020/1/30
德阳,西安市,陕西省,0.32,2020/1/30
德阳,广安市,四川省,0.31,2020/1/30
德阳,广州市,广东省,0.3,2020/1/30
德阳,佛山市,广东省,0.25,2020/1/30
德阳,苏州市,江苏省,0.23,2020/1/30
德阳,遵义市,贵州省,0.23,2020/1/30
德阳,福州市,福建省,0.19,2020/1/30
德阳,中山市,广东省,0.18,2020/1/30
德阳,西宁市,青海省,0.17,2020/1/30
德阳,兰州市,甘肃省,0.17,2020/1/30
德阳,宁波市,浙江省,0.16,2020/1/30
德阳,温州市,浙江省,0.14,2020/1/30
德阳,黔东南苗族侗族自治州,贵州省,0.14,2020/1/30
德阳,黔南布依族苗族自治州,贵州省,0.14,2020/1/30
德阳,汉中市,陕西省,0.13,2020/1/30
德阳,惠州市,广东省,0.13,2020/1/30
德阳,昭通市,云南省,0.13,2020/1/30
德阳,杭州市,浙江省,0.12,2020/1/30
德阳,乌鲁木齐市,新疆维吾尔自治区,0.12,2020/1/30
德阳,潮州市,广东省,0.12,2020/1/30
德阳,无锡市,江苏省,0.11,2020/1/30
德阳,楚雄彝族自治州,云南省,0.11,2020/1/30
德阳,桂林市,广西壮族自治区,0.1,2020/1/30
德阳,嘉兴市,浙江省,0.1,2020/1/30
德阳,陇南市,甘肃省,0.1,2020/1/30
德阳,天津市,天津市,0.1,2020/1/30
德阳,合肥市,安徽省,0.1,2020/1/30
德阳,酒泉市,甘肃省,0.09,2020/1/30
德阳,保定市,河北省,0.09,2020/1/30
德阳,洛阳市,河南省,0.09,2020/1/30
德阳,南阳市,河南省,0.08,2020/1/30
德阳,甘孜藏族自治州,四川省,0.08,2020/1/30
德阳,玉溪市,云南省,0.08,2020/1/30
德阳,郑州市,河南省,0.08,2020/1/30
德阳,长沙市,湖南省,0.08,2020/1/30
德阳,江门市,广东省,0.08,2020/1/30
德阳,十堰市,湖北省,0.08,2020/1/30
德阳,常州市,江苏省,0.08,2020/1/30
德阳,宝鸡市,陕西省,0.07,2020/1/30
德阳,南宁市,广西壮族自治区,0.07,2020/1/30
德阳,渭南市,陕西省,0.07,2020/1/30
德阳,毕节市,贵州省,0.06,2020/1/30
德阳,衡阳市,湖南省,0.06,2020/1/30
德阳,泉州市,福建省,0.06,2020/1/30
德阳,拉萨市,西藏自治区,0.06,2020/1/30
德阳,漳州市,福建省,0.06,2020/1/30
德阳,石家庄市,河北省,0.06,2020/1/30
德阳,青岛市,山东省,0.06,2020/1/30
德阳,曲靖市,云南省,0.06,2020/1/30
德阳,咸阳市,陕西省,0.06,2020/1/30
德阳,廊坊市,河北省,0.05,2020/1/30
德阳,安顺市,贵州省,0.05,2020/1/30
德阳,南京市,江苏省,0.05,2020/1/30
德阳,六盘水市,贵州省,0.04,2020/1/30
德阳,金华市,浙江省,0.04,2020/1/30
德阳,柳州市,广西壮族自治区,0.04,2020/1/30
德阳,定西市,甘肃省,0.04,2020/1/30
德阳,三门峡市,河南省,0.04,2020/1/30
德阳,普洱市,云南省,0.04,2020/1/30
德阳,银川市,宁夏回族自治区,0.04,2020/1/30
德阳,信阳市,河南省,0.04,2020/1/30
德阳,海西蒙古族藏族自治州,青海省,0.04,2020/1/30
德阳,湖州市,浙江省,0.04,2020/1/30
德阳,大理白族自治州,云南省,0.04,2020/1/30
德阳,南通市,江苏省,0.04,2020/1/30
德阳,太原市,山西省,0.03,2020/1/30
德阳,林芝市,西藏自治区,0.03,2020/1/30
德阳,阿克苏地区,新疆维吾尔自治区,0.03,2020/1/30
德阳,南昌市,江西省,0.03,2020/1/30
德阳,镇江市,江苏省,0.03,2020/1/30
德阳,吴忠市,宁夏回族自治区,0.03,2020/1/30
德阳,巴音郭楞蒙古自治州,新疆维吾尔自治区,0.03,2020/1/30
德阳,哈密市,新疆维吾尔自治区,0.03,2020/1/30
德阳,天水市,甘肃省,0.03,2020/1/30
德阳,成都市,四川省,55.93,2020/1/31
德阳,绵阳市,四川省,14.36,2020/1/31
德阳,遂宁市,四川省,2.87,2020/1/31
德阳,重庆市,重庆市,2.45,2020/1/31
德阳,资阳市,四川省,1.99,2020/1/31
德阳,南充市,四川省,1.08,2020/1/31
德阳,广元市,四川省,1.01,2020/1/31
德阳,眉山市,四川省,0.93,2020/1/31
德阳,上海市,上海市,0.86,2020/1/31
德阳,内江市,四川省,0.66,2020/1/31
德阳,乐山市,四川省,0.63,2020/1/31
德阳,深圳市,广东省,0.62,2020/1/31
德阳,东莞市,广东省,0.58,2020/1/31
德阳,达州市,四川省,0.58,2020/1/31
德阳,昆明市,云南省,0.57,2020/1/31
德阳,北京市,北京市,0.55,2020/1/31
德阳,凉山彝族自治州,四川省,0.53,2020/1/31
德阳,宜宾市,四川省,0.5,2020/1/31
德阳,雅安市,四川省,0.47,2020/1/31
德阳,贵阳市,贵州省,0.47,2020/1/31
德阳,巴中市,四川省,0.4,2020/1/31
德阳,西安市,陕西省,0.39,2020/1/31
德阳,广州市,广东省,0.38,2020/1/31
德阳,阿坝藏族羌族自治州,四川省,0.37,2020/1/31
德阳,厦门市,福建省,0.37,2020/1/31
德阳,攀枝花市,四川省,0.35,2020/1/31
德阳,广安市,四川省,0.35,2020/1/31
德阳,自贡市,四川省,0.33,2020/1/31
德阳,泸州市,四川省,0.3,2020/1/31
德阳,宁波市,浙江省,0.29,2020/1/31
德阳,西宁市,青海省,0.26,2020/1/31
德阳,佛山市,广东省,0.24,2020/1/31
德阳,杭州市,浙江省,0.23,2020/1/31
德阳,苏州市,江苏省,0.23,2020/1/31
德阳,兰州市,甘肃省,0.2,2020/1/31
德阳,遵义市,贵州省,0.2,2020/1/31
德阳,潮州市,广东省,0.19,2020/1/31
德阳,无锡市,江苏省,0.17,2020/1/31
德阳,南宁市,广西壮族自治区,0.14,2020/1/31
德阳,南阳市,河南省,0.14,2020/1/31
德阳,惠州市,广东省,0.14,2020/1/31
德阳,黔东南苗族侗族自治州,贵州省,0.13,2020/1/31
德阳,黔南布依族苗族自治州,贵州省,0.13,2020/1/31
德阳,汉中市,陕西省,0.13,2020/1/31
德阳,福州市,福建省,0.13,2020/1/31
德阳,天津市,天津市,0.13,2020/1/31
德阳,长沙市,湖南省,0.12,2020/1/31
德阳,桂林市,广西壮族自治区,0.12,2020/1/31
德阳,酒泉市,甘肃省,0.12,2020/1/31
德阳,郑州市,河南省,0.11,2020/1/31
德阳,乌鲁木齐市,新疆维吾尔自治区,0.11,2020/1/31
德阳,中山市,广东省,0.11,2020/1/31
德阳,南京市,江苏省,0.1,2020/1/31
德阳,温州市,浙江省,0.1,2020/1/31
德阳,十堰市,湖北省,0.09,2020/1/31
德阳,泉州市,福建省,0.09,2020/1/31
德阳,陇南市,甘肃省,0.09,2020/1/31
德阳,甘孜藏族自治州,四川省,0.08,2020/1/31
德阳,青岛市,山东省,0.08,2020/1/31
德阳,毕节市,贵州省,0.08,2020/1/31
德阳,常州市,江苏省,0.08,2020/1/31
德阳,宝鸡市,陕西省,0.08,2020/1/31
德阳,嘉兴市,浙江省,0.07,2020/1/31
德阳,曲靖市,云南省,0.06,2020/1/31
德阳,昭通市,云南省,0.06,2020/1/31
德阳,汕头市,广东省,0.06,2020/1/31
德阳,石家庄市,河北省,0.06,2020/1/31
德阳,保定市,河北省,0.06,2020/1/31
德阳,银川市,宁夏回族自治区,0.06,2020/1/31
德阳,海西蒙古族藏族自治州,青海省,0.06,2020/1/31
德阳,海口市,海南省,0.06,2020/1/31
德阳,珠海市,广东省,0.05,2020/1/31
德阳,三门峡市,河南省,0.05,2020/1/31
德阳,金华市,浙江省,0.05,2020/1/31
德阳,六盘水市,贵州省,0.05,2020/1/31
德阳,洛阳市,河南省,0.05,2020/1/31
德阳,拉萨市,西藏自治区,0.05,2020/1/31
德阳,天水市,甘肃省,0.04,2020/1/31
德阳,嘉峪关市,甘肃省,0.04,2020/1/31
德阳,徐州市,江苏省,0.04,2020/1/31
德阳,九江市,江西省,0.04,2020/1/31
德阳,防城港市,广西壮族自治区,0.04,2020/1/31
德阳,渭南市,陕西省,0.04,2020/1/31
德阳,太原市,山西省,0.04,2020/1/31
德阳,赣州市,江西省,0.04,2020/1/31
德阳,周口市,河南省,0.04,2020/1/31
德阳,衡阳市,湖南省,0.04,2020/1/31
德阳,信阳市,河南省,0.04,2020/1/31
德阳,柳州市,广西壮族自治区,0.04,2020/1/31
德阳,楚雄彝族自治州,云南省,0.04,2020/1/31
德阳,丽江市,云南省,0.04,2020/1/31
德阳,益阳市,湖南省,0.04,2020/1/31
德阳,湖州市,浙江省,0.04,2020/1/31
德阳,长春市,吉林省,0.04,2020/1/31
德阳,济宁市,山东省,0.03,2020/1/31
德阳,临汾市,山西省,0.03,2020/1/31
德阳,铜仁市,贵州省,0.03,2020/1/31
德阳,武威市,甘肃省,0.03,2020/1/31
德阳,昌吉回族自治州,新疆维吾尔自治区,0.03,2020/1/31
德阳,漳州市,福建省,0.03,2020/1/31
甘孜州,成都市,四川省,38.72,2020/1/1
甘孜州,雅安市,四川省,16.74,2020/1/1
甘孜州,凉山彝族自治州,四川省,7.54,2020/1/1
甘孜州,阿坝藏族羌族自治州,四川省,5.55,2020/1/1
甘孜州,昌都市,西藏自治区,5.55,2020/1/1
甘孜州,迪庆藏族自治州,云南省,4.67,2020/1/1
甘孜州,乐山市,四川省,2,2020/1/1
甘孜州,玉树藏族自治州,青海省,1.82,2020/1/1
甘孜州,眉山市,四川省,1.82,2020/1/1
甘孜州,重庆市,重庆市,1.53,2020/1/1
甘孜州,绵阳市,四川省,1.39,2020/1/1
甘孜州,德阳市,四川省,1.31,2020/1/1
甘孜州,遂宁市,四川省,1.06,2020/1/1
甘孜州,果洛藏族自治州,青海省,0.9,2020/1/1
甘孜州,内江市,四川省,0.84,2020/1/1
甘孜州,南充市,四川省,0.71,2020/1/1
甘孜州,宜宾市,四川省,0.63,2020/1/1
甘孜州,泸州市,四川省,0.63,2020/1/1
甘孜州,资阳市,四川省,0.49,2020/1/1
甘孜州,广安市,四川省,0.49,2020/1/1
甘孜州,丽江市,云南省,0.45,2020/1/1
甘孜州,自贡市,四川省,0.45,2020/1/1
甘孜州,广元市,四川省,0.4,2020/1/1
甘孜州,大理白族自治州,云南省,0.36,2020/1/1
甘孜州,达州市,四川省,0.26,2020/1/1
甘孜州,巴中市,四川省,0.22,2020/1/1
甘孜州,昆明市,云南省,0.2,2020/1/1
甘孜州,洛阳市,河南省,0.16,2020/1/1
甘孜州,攀枝花市,四川省,0.16,2020/1/1
甘孜州,上海市,上海市,0.14,2020/1/1
甘孜州,拉萨市,西藏自治区,0.14,2020/1/1
甘孜州,恩施土家族苗族自治州,湖北省,0.12,2020/1/1
甘孜州,遵义市,贵州省,0.12,2020/1/1
甘孜州,南京市,江苏省,0.1,2020/1/1
甘孜州,武汉市,湖北省,0.1,2020/1/1
甘孜州,西安市,陕西省,0.08,2020/1/1
甘孜州,三亚市,海南省,0.08,2020/1/1
甘孜州,西宁市,青海省,0.08,2020/1/1
甘孜州,深圳市,广东省,0.06,2020/1/1
甘孜州,荆门市,湖北省,0.06,2020/1/1
甘孜州,广州市,广东省,0.06,2020/1/1
甘孜州,苏州市,江苏省,0.06,2020/1/1
甘孜州,贵阳市,贵州省,0.06,2020/1/1
甘孜州,商丘市,河南省,0.06,2020/1/1
甘孜州,陇南市,甘肃省,0.06,2020/1/1
甘孜州,临夏回族自治州,甘肃省,0.06,2020/1/1
甘孜州,佛山市,广东省,0.06,2020/1/1
甘孜州,甘南藏族自治州,甘肃省,0.04,2020/1/1
甘孜州,十堰市,湖北省,0.04,2020/1/1
甘孜州,长沙市,湖南省,0.04,2020/1/1
甘孜州,黔西南布依族苗族自治州,贵州省,0.04,2020/1/1
甘孜州,林芝市,西藏自治区,0.04,2020/1/1
甘孜州,安阳市,河南省,0.04,2020/1/1
甘孜州,杭州市,浙江省,0.04,2020/1/1
甘孜州,惠州市,广东省,0.04,2020/1/1
甘孜州,曲靖市,云南省,0.04,2020/1/1
甘孜州,宜春市,江西省,0.04,2020/1/1
甘孜州,张家界市,湖南省,0.04,2020/1/1
甘孜州,六盘水市,贵州省,0.04,2020/1/1
甘孜州,红河哈尼族彝族自治州,云南省,0.04,2020/1/1
甘孜州,北京市,北京市,0.04,2020/1/1
甘孜州,宜昌市,湖北省,0.04,2020/1/1
甘孜州,池州市,安徽省,0.04,2020/1/1
甘孜州,安庆市,安徽省,0.02,2020/1/1
甘孜州,清远市,广东省,0.02,2020/1/1
甘孜州,南昌市,江西省,0.02,2020/1/1
甘孜州,吉林市,吉林省,0.02,2020/1/1
甘孜州,唐山市,河北省,0.02,2020/1/1
甘孜州,那曲市,西藏自治区,0.02,2020/1/1
甘孜州,邵阳市,湖南省,0.02,2020/1/1
甘孜州,仙桃市,湖北省,0.02,2020/1/1
甘孜州,周口市,河南省,0.02,2020/1/1
甘孜州,三门峡市,河南省,0.02,2020/1/1
甘孜州,厦门市,福建省,0.02,2020/1/1
甘孜州,襄阳市,湖北省,0.02,2020/1/1
甘孜州,黔南布依族苗族自治州,贵州省,0.02,2020/1/1
甘孜州,渭南市,陕西省,0.02,2020/1/1
甘孜州,许昌市,河南省,0.02,2020/1/1
甘孜州,天水市,甘肃省,0.02,2020/1/1
甘孜州,济南市,山东省,0.02,2020/1/1
甘孜州,长春市,吉林省,0.02,2020/1/1
甘孜州,南阳市,河南省,0.02,2020/1/1
甘孜州,保山市,云南省,0.02,2020/1/1
甘孜州,兰州市,甘肃省,0.02,2020/1/1
甘孜州,西双版纳傣族自治州,云南省,0.02,2020/1/1
甘孜州,岳阳市,湖南省,0.02,2020/1/1
甘孜州,常德市,湖南省,0.02,2020/1/1
甘孜州,毕节市,贵州省,0.02,2020/1/1
甘孜州,延安市,陕西省,0.02,2020/1/1
甘孜州,海南藏族自治州,青海省,0.02,2020/1/1
甘孜州,定西市,甘肃省,0.02,2020/1/1
甘孜州,邢台市,河北省,0.02,2020/1/1
甘孜州,百色市,广西壮族自治区,0.02,2020/1/1
甘孜州,淄博市,山东省,0.02,2020/1/1
甘孜州,成都市,四川省,47.28,2020/1/2
甘孜州,雅安市,四川省,10.15,2020/1/2
甘孜州,凉山彝族自治州,四川省,6.25,2020/1/2
甘孜州,阿坝藏族羌族自治州,四川省,3.93,2020/1/2
甘孜州,昌都市,西藏自治区,3.09,2020/1/2
甘孜州,眉山市,四川省,2.11,2020/1/2
甘孜州,迪庆藏族自治州,云南省,2.06,2020/1/2
甘孜州,绵阳市,四川省,1.91,2020/1/2
甘孜州,乐山市,四川省,1.8,2020/1/2
甘孜州,重庆市,重庆市,1.57,2020/1/2
甘孜州,南充市,四川省,1.55,2020/1/2
甘孜州,遂宁市,四川省,1.5,2020/1/2
甘孜州,德阳市,四川省,1.47,2020/1/2
甘孜州,宜宾市,四川省,1.4,2020/1/2
甘孜州,泸州市,四川省,1.17,2020/1/2
甘孜州,玉树藏族自治州,青海省,1.06,2020/1/2
甘孜州,内江市,四川省,0.98,2020/1/2
甘孜州,广安市,四川省,0.85,2020/1/2
甘孜州,达州市,四川省,0.81,2020/1/2
甘孜州,自贡市,四川省,0.8,2020/1/2
甘孜州,资阳市,四川省,0.73,2020/1/2
甘孜州,大理白族自治州,云南省,0.63,2020/1/2
甘孜州,广元市,四川省,0.55,2020/1/2
甘孜州,巴中市,四川省,0.54,2020/1/2
甘孜州,果洛藏族自治州,青海省,0.52,2020/1/2
甘孜州,攀枝花市,四川省,0.45,2020/1/2
甘孜州,丽江市,云南省,0.4,2020/1/2
甘孜州,拉萨市,西藏自治区,0.32,2020/1/2
甘孜州,西宁市,青海省,0.19,2020/1/2
甘孜州,临沧市,云南省,0.14,2020/1/2
甘孜州,楚雄彝族自治州,云南省,0.14,2020/1/2
甘孜州,临夏回族自治州,甘肃省,0.11,2020/1/2
甘孜州,曲靖市,云南省,0.11,2020/1/2
甘孜州,北京市,北京市,0.11,2020/1/2
甘孜州,十堰市,湖北省,0.09,2020/1/2
甘孜州,西安市,陕西省,0.09,2020/1/2
甘孜州,襄阳市,湖北省,0.09,2020/1/2
甘孜州,三亚市,海南省,0.08,2020/1/2
甘孜州,陇南市,甘肃省,0.08,2020/1/2
甘孜州,广州市,广东省,0.08,2020/1/2
甘孜州,贵阳市,贵州省,0.08,2020/1/2
甘孜州,甘南藏族自治州,甘肃省,0.08,2020/1/2
甘孜州,昆明市,云南省,0.08,2020/1/2
甘孜州,洛阳市,河南省,0.06,2020/1/2
甘孜州,深圳市,广东省,0.06,2020/1/2
甘孜州,上海市,上海市,0.06,2020/1/2
甘孜州,恩施土家族苗族自治州,湖北省,0.06,2020/1/2
甘孜州,常德市,湖南省,0.06,2020/1/2
甘孜州,邵阳市,湖南省,0.04,2020/1/2
甘孜州,海西蒙古族藏族自治州,青海省,0.04,2020/1/2
甘孜州,文山壮族苗族自治州,云南省,0.04,2020/1/2
甘孜州,丽水市,浙江省,0.04,2020/1/2
甘孜州,咸阳市,陕西省,0.04,2020/1/2
甘孜州,杭州市,浙江省,0.04,2020/1/2
甘孜州,那曲市,西藏自治区,0.04,2020/1/2
甘孜州,红河哈尼族彝族自治州,云南省,0.04,2020/1/2
甘孜州,海东市,青海省,0.04,2020/1/2
甘孜州,遵义市,贵州省,0.04,2020/1/2
甘孜州,荆门市,湖北省,0.04,2020/1/2
