city,date,Inmigration_rate,Outmigration_rate
眉山,2020/02/17,0.9907,0.9853
眉山,2020/02/18,0.9891,0.9843
眉山,2020/02/19,0.9847,0.9780
眉山,2020/02/20,0.9813,0.9760
眉山,2020/02/21,0.9875,0.9761
眉山,2020/02/22,0.9849,0.9762
眉山,2020/02/23,0.9843,0.9756
眉山,2020/02/24,0.9868,0.9749
眉山,2020/02/25,0.9859,0.9725
绵阳,2020/1/1,0.9629,0.9710
绵阳,2020/1/2,0.9407,0.9471
绵阳,2020/1/3,0.9564,0.9567
绵阳,2020/1/4,0.9515,0.9499
绵阳,2020/1/5,0.9550,0.9586
绵阳,2020/1/6,0.9468,0.9528
绵阳,2020/1/7,0.9437,0.9526
绵阳,2020/1/8,0.9447,0.9515
绵阳,2020/1/9,0.9414,0.9537
绵阳,2020/1/10,0.9500,0.9596
绵阳,2020/1/11,0.9651,0.9687
绵阳,2020/1/12,0.9569,0.9658
绵阳,2020/1/13,0.9534,0.9666
绵阳,2020/1/14,0.9446,0.9615
绵阳,2020/1/15,0.9460,0.9575
绵阳,2020/1/16,0.9482,0.9550
绵阳,2020/1/17,0.9465,0.9501
绵阳,2020/1/18,0.9534,0.9548
绵阳,2020/1/19,0.9515,0.9544
绵阳,2020/1/20,0.9534,0.9527
绵阳,2020/1/21,0.9547,0.9511
绵阳,2020/1/22,0.9641,0.9541
绵阳,2020/1/23,0.9691,0.9614
绵阳,2020/1/24,0.9658,0.9618
绵阳,2020/1/25,0.9704,0.9731
绵阳,2020/1/26,0.9738,0.9743
绵阳,2020/1/27,0.9687,0.9638
绵阳,2020/1/28,0.9615,0.9611
绵阳,2020/1/29,0.9559,0.9604
绵阳,2020/1/30,0.9572,0.9577
绵阳,2020/1/31,0.9507,0.9522
绵阳,2020/02/01,0.9565,0.9652
绵阳,2020/02/02,0.9618,0.9668
绵阳,2020/02/03,0.9616,0.9675
绵阳,2020/02/04,0.9713,0.9732
绵阳,2020/02/05,0.9753,0.9751
绵阳,2020/02/06,0.9782,0.9745
绵阳,2020/02/07,0.9747,0.9717
绵阳,2020/02/08,0.9746,0.9734
绵阳,2020/02/09,0.9761,0.9758
绵阳,2020/02/10,0.9662,0.9734
绵阳,2020/02/11,0.9736,0.9721
绵阳,2020/02/12,0.9710,0.9706
绵阳,2020/02/13,0.9770,0.9708
绵阳,2020/02/14,0.9821,0.9706
绵阳,2020/02/15,0.9769,0.9671
绵阳,2020/02/16,0.9741,0.9629
绵阳,2020/02/17,0.9783,0.9737
绵阳,2020/02/18,0.9692,0.9678
绵阳,2020/02/19,0.9729,0.9617
绵阳,2020/02/20,0.9703,0.9617
绵阳,2020/02/21,0.9755,0.9603
绵阳,2020/02/22,0.9716,0.9613
绵阳,2020/02/23,0.9691,0.9586
绵阳,2020/02/24,0.9725,0.9627
绵阳,2020/02/25,0.9693,0.9608
内江,2020/1/1,0.9756,0.9885
内江,2020/1/2,0.9597,0.9805
内江,2020/1/3,0.9705,0.9855
内江,2020/1/4,0.9681,0.9865
内江,2020/1/5,0.9692,0.9856
内江,2020/1/6,0.9616,0.9828
内江,2020/1/7,0.9604,0.9834
内江,2020/1/8,0.9582,0.9790
内江,2020/1/9,0.9566,0.9764
内江,2020/1/10,0.9661,0.9808
内江,2020/1/11,0.9710,0.9829
内江,2020/1/12,0.9699,0.9837
内江,2020/1/13,0.9672,0.9832
内江,2020/1/14,0.9616,0.9793
内江,2020/1/15,0.9611,0.9779
内江,2020/1/16,0.9637,0.9790
内江,2020/1/17,0.9628,0.9797
内江,2020/1/18,0.9662,0.9798
内江,2020/1/19,0.9663,0.9764
内江,2020/1/20,0.9665,0.9786
内江,2020/1/21,0.9682,0.9742
内江,2020/1/22,0.9759,0.9800
内江,2020/1/23,0.9794,0.9823
内江,2020/1/24,0.9783,0.9823
内江,2020/1/25,0.9809,0.9858
内江,2020/1/26,0.9819,0.9871
内江,2020/1/27,0.9803,0.9790
内江,2020/1/28,0.9808,0.9730
内江,2020/1/29,0.9771,0.9725
内江,2020/1/30,0.9767,0.9737
内江,2020/1/31,0.9787,0.9709
内江,2020/02/01,0.9829,0.9773
内江,2020/02/02,0.9857,0.9731
内江,2020/02/03,0.9840,0.9783
内江,2020/02/04,0.9874,0.9819
内江,2020/02/05,0.9929,0.9844
内江,2020/02/06,0.9904,0.9850
内江,2020/02/07,0.9902,0.9819
内江,2020/02/08,0.9907,0.9820
内江,2020/02/09,0.9899,0.9847
内江,2020/02/10,0.9877,0.9803
内江,2020/02/11,0.9886,0.9805
内江,2020/02/12,0.9887,0.9830
内江,2020/02/13,0.9896,0.9798
内江,2020/02/14,0.9912,0.9826
内江,2020/02/15,0.9888,0.9829
内江,2020/02/16,0.9913,0.9829
内江,2020/02/17,0.9920,0.9827
内江,2020/02/18,0.9910,0.9817
内江,2020/02/19,0.9889,0.9788
内江,2020/02/20,0.9859,0.9789
内江,2020/02/21,0.9886,0.9777
内江,2020/02/22,0.9865,0.9747
内江,2020/02/23,0.9849,0.9724
内江,2020/02/24,0.9853,0.9785
内江,2020/02/25,0.9859,0.9745
攀枝花,2020/1/1,0.9872,0.9899
攀枝花,2020/1/2,0.9778,0.9832
攀枝花,2020/1/3,0.9847,0.9813
攀枝花,2020/1/4,0.9823,0.9786
攀枝花,2020/1/5,0.9830,0.9798
攀枝花,2020/1/6,0.9821,0.9834
攀枝花,2020/1/7,0.9801,0.9793
攀枝花,2020/1/8,0.9771,0.9762
攀枝花,2020/1/9,0.9762,0.9799
攀枝花,2020/1/10,0.9830,0.9806
攀枝花,2020/1/11,0.9863,0.9844
攀枝花,2020/1/12,0.9848,0.9913
攀枝花,2020/1/13,0.9806,0.9880
攀枝花,2020/1/14,0.9807,0.9879
攀枝花,2020/1/15,0.9788,0.9833
攀枝花,2020/1/16,0.9806,0.9781
攀枝花,2020/1/17,0.9836,0.9798
攀枝花,2020/1/18,0.9827,0.9810
攀枝花,2020/1/19,0.9817,0.9812
攀枝花,2020/1/20,0.9836,0.9801
攀枝花,2020/1/21,0.9847,0.9792
攀枝花,2020/1/22,0.9867,0.9849
攀枝花,2020/1/23,0.9871,0.9826
攀枝花,2020/1/24,0.9902,0.9883
攀枝花,2020/1/25,0.9885,0.9898
攀枝花,2020/1/26,0.9897,0.9935
攀枝花,2020/1/27,0.9899,0.9918
攀枝花,2020/1/28,0.9868,0.9916
攀枝花,2020/1/29,0.9840,0.9901
攀枝花,2020/1/30,0.9831,0.9898
攀枝花,2020/1/31,0.9851,0.9891
攀枝花,2020/02/01,0.9854,0.9944
攀枝花,2020/02/02,0.9859,0.9871
攀枝花,2020/02/03,0.9841,0.9925
攀枝花,2020/02/04,1.1469,1.0078
攀枝花,2020/02/05,1.3844,1.0059
攀枝花,2020/02/06,1.2939,1.0943
攀枝花,2020/02/07,1.4249,1.0480
攀枝花,2020/02/08,1.4237,1.0965
攀枝花,2020/02/09,1.3236,1.2300
攀枝花,2020/02/10,1.1716,1.0923
攀枝花,2020/02/11,1.3300,1.1990
攀枝花,2020/02/12,1.5311,1.4194
攀枝花,2020/02/13,1.4023,1.1536
攀枝花,2020/02/14,1.2141,1.3824
攀枝花,2020/02/15,1.1534,1.3501
攀枝花,2020/02/16,1.2448,1.1975
攀枝花,2020/02/17,1.2742,0.9959
攀枝花,2020/02/18,1.0960,1.4239
攀枝花,2020/02/19,1.1068,1.1727
攀枝花,2020/02/20,0.9937,1.1430
攀枝花,2020/02/21,0.9942,0.9961
攀枝花,2020/02/22,1.0040,0.9912
攀枝花,2020/02/23,0.9937,0.9893
攀枝花,2020/02/24,0.9924,0.9913
攀枝花,2020/02/25,0.9933,0.9856
遂宁,2020/1/1,0.9690,0.9846
遂宁,2020/1/2,0.9497,0.9779
遂宁,2020/1/3,0.9593,0.9823
遂宁,2020/1/4,0.9590,0.9790
遂宁,2020/1/5,0.9592,0.9800
遂宁,2020/1/6,0.9515,0.9768
遂宁,2020/1/7,0.9543,0.9756
遂宁,2020/1/8,0.9482,0.9751
遂宁,2020/1/9,0.9473,0.9742
遂宁,2020/1/10,0.9573,0.9808
遂宁,2020/1/11,0.9668,0.9820
遂宁,2020/1/12,0.9617,0.9781
遂宁,2020/1/13,0.9589,0.9810
遂宁,2020/1/14,0.9553,0.9740
遂宁,2020/1/15,0.9559,0.9761
遂宁,2020/1/16,0.9544,0.9750
遂宁,2020/1/17,0.9565,0.9732
遂宁,2020/1/18,0.9609,0.9727
遂宁,2020/1/19,0.9612,0.9733
遂宁,2020/1/20,0.9613,0.9710
遂宁,2020/1/21,0.9661,0.9702
遂宁,2020/1/22,0.9721,0.9761
遂宁,2020/1/23,0.9761,0.9754
遂宁,2020/1/24,0.9749,0.9775
遂宁,2020/1/25,0.9750,0.9845
遂宁,2020/1/26,0.9819,0.9843
遂宁,2020/1/27,0.9768,0.9744
遂宁,2020/1/28,0.9733,0.9691
遂宁,2020/1/29,0.9708,0.9639
遂宁,2020/1/30,0.9697,0.9661
遂宁,2020/1/31,0.9725,0.9637
遂宁,2020/02/01,0.9788,0.9751
遂宁,2020/02/02,0.9783,0.9711
遂宁,2020/02/03,0.9843,0.9735
遂宁,2020/02/04,0.9865,0.9778
遂宁,2020/02/05,0.9879,0.9796
遂宁,2020/02/06,0.9880,0.9786
遂宁,2020/02/07,0.9851,0.9763
遂宁,2020/02/08,0.9824,0.9751
遂宁,2020/02/09,0.9854,0.9777
遂宁,2020/02/10,0.9858,0.9756
遂宁,2020/02/11,0.9847,0.9755
遂宁,2020/02/12,0.9930,0.9764
遂宁,2020/02/13,0.9915,0.9762
遂宁,2020/02/14,0.9900,0.9817
遂宁,2020/02/15,0.9925,0.9816
遂宁,2020/02/16,0.9895,0.9759
遂宁,2020/02/17,1.0825,0.9801
遂宁,2020/02/18,0.9895,0.9783
遂宁,2020/02/19,0.9903,0.9760
遂宁,2020/02/20,0.9862,0.9728
遂宁,2020/02/21,0.9851,0.9754
遂宁,2020/02/22,0.9870,0.9698
遂宁,2020/02/23,0.9871,0.9698
遂宁,2020/02/24,0.9840,0.9713
遂宁,2020/02/25,0.9851,0.9694
雅安,2020/1/1,0.9719,0.9871
雅安,2020/1/2,0.9608,0.9806
雅安,2020/1/3,0.9690,0.9845
雅安,2020/1/4,0.9726,0.9808
雅安,2020/1/5,0.9793,0.9884
雅安,2020/1/6,0.9755,0.9812
雅安,2020/1/7,0.9706,0.9826
雅安,2020/1/8,0.9709,0.9809
雅安,2020/1/9,0.9601,0.9756
雅安,2020/1/10,0.9634,0.9830
雅安,2020/1/11,0.9743,0.9819
雅安,2020/1/12,0.9709,0.9767
雅安,2020/1/13,0.9778,0.9786
雅安,2020/1/14,0.9757,0.9775
雅安,2020/1/15,0.9771,0.9809
雅安,2020/1/16,0.9722,0.9806
雅安,2020/1/17,0.9749,0.9836
雅安,2020/1/18,0.9788,0.9823
雅安,2020/1/19,0.9777,0.9798
雅安,2020/1/20,0.9762,0.9794
雅安,2020/1/21,0.9698,0.9783
雅安,2020/1/22,0.9753,0.9781
雅安,2020/1/23,0.9756,0.9777
雅安,2020/1/24,0.9752,0.9737
雅安,2020/1/25,0.9741,0.9787
雅安,2020/1/26,0.9792,0.9834
雅安,2020/1/27,0.9698,0.9803
雅安,2020/1/28,0.9634,0.9737
雅安,2020/1/29,0.9654,0.9735
雅安,2020/1/30,0.9621,0.9713
雅安,2020/1/31,0.9644,0.9738
雅安,2020/02/01,0.9675,0.9763
雅安,2020/02/02,0.9707,0.9729
雅安,2020/02/03,0.9655,0.9756
雅安,2020/02/04,0.9800,0.9814
雅安,2020/02/05,0.9792,0.9809
雅安,2020/02/06,0.9785,0.9788
雅安,2020/02/07,0.9799,0.9737
雅安,2020/02/08,0.9792,0.9750
雅安,2020/02/09,0.9825,0.9791
雅安,2020/02/10,0.9783,0.9808
雅安,2020/02/11,0.9805,0.9801
雅安,2020/02/12,0.9777,0.9757
雅安,2020/02/13,0.9822,0.9786
雅安,2020/02/14,0.9755,0.9790
雅安,2020/02/15,0.9751,0.9780
雅安,2020/02/16,0.9743,0.9742
雅安,2020/02/17,0.9841,0.9805
雅安,2020/02/18,0.9751,0.9722
雅安,2020/02/19,0.9747,0.9734
雅安,2020/02/20,0.9728,0.9698
雅安,2020/02/21,0.9760,0.9746
雅安,2020/02/22,0.9702,0.9704
雅安,2020/02/23,0.9760,0.9665
雅安,2020/02/24,0.9722,0.9652
雅安,2020/02/25,0.9717,0.9662
宜宾,2020/1/1,0.9677,0.9812
宜宾,2020/1/2,0.9533,0.9682
宜宾,2020/1/3,0.9585,0.9799
宜宾,2020/1/4,0.9582,0.9773
宜宾,2020/1/5,0.9599,0.9787
宜宾,2020/1/6,0.9495,0.9749
宜宾,2020/1/7,0.9510,0.9744
宜宾,2020/1/8,0.9502,0.9722
宜宾,2020/1/9,0.9502,0.9676
宜宾,2020/1/10,0.9562,0.9764
宜宾,2020/1/11,0.9626,0.9771
宜宾,2020/1/12,0.9608,0.9762
宜宾,2020/1/13,0.9588,0.9731
宜宾,2020/1/14,0.9521,0.9685
宜宾,2020/1/15,0.9544,0.9679
宜宾,2020/1/16,0.9535,0.9663
宜宾,2020/1/17,0.9537,0.9675
宜宾,2020/1/18,0.9576,0.9673
宜宾,2020/1/19,0.9564,0.9620
宜宾,2020/1/20,0.9595,0.9632
宜宾,2020/1/21,0.9625,0.9596
宜宾,2020/1/22,0.9701,0.9676
宜宾,2020/1/23,0.9733,0.9718
宜宾,2020/1/24,0.9725,0.9702
宜宾,2020/1/25,0.9771,0.9806
宜宾,2020/1/26,0.9770,0.9833
宜宾,2020/1/27,0.9741,0.9757
宜宾,2020/1/28,0.9722,0.9726
宜宾,2020/1/29,0.9710,0.9700
宜宾,2020/1/30,0.9690,0.9679
宜宾,2020/1/31,0.9651,0.9620
宜宾,2020/02/01,0.9733,0.9729
宜宾,2020/02/02,0.9743,0.9690
宜宾,2020/02/03,0.9779,0.9734
宜宾,2020/02/04,0.9795,0.9798
宜宾,2020/02/05,0.9832,0.9798
宜宾,2020/02/06,0.9871,0.9798
宜宾,2020/02/07,0.9831,0.9756
宜宾,2020/02/08,0.9810,0.9783
宜宾,2020/02/09,0.9811,0.9808
宜宾,2020/02/10,0.9791,0.9793
宜宾,2020/02/11,0.9838,0.9791
宜宾,2020/02/12,0.9849,0.9827
宜宾,2020/02/13,0.9858,0.9808
宜宾,2020/02/14,0.9877,0.9790
宜宾,2020/02/15,0.9870,0.9825
宜宾,2020/02/16,0.9863,0.9809
宜宾,2020/02/17,0.9886,0.9861
宜宾,2020/02/18,0.9855,0.9797
宜宾,2020/02/19,0.9822,0.9780
宜宾,2020/02/20,0.9828,0.9782
宜宾,2020/02/21,0.9805,0.9797
宜宾,2020/02/22,0.9792,0.9672
宜宾,2020/02/23,0.9762,0.9686
宜宾,2020/02/24,0.9797,0.9709
宜宾,2020/02/25,0.9794,0.9697
资阳,2020/1/1,0.9832,0.9892
资阳,2020/1/2,0.9650,0.9845
资阳,2020/1/3,0.9747,0.9855
资阳,2020/1/4,0.9715,0.9859
资阳,2020/1/5,0.9747,0.9888
资阳,2020/1/6,0.9689,0.9851
资阳,2020/1/7,0.9670,0.9845
资阳,2020/1/8,0.9647,0.9816
资阳,2020/1/9,0.9621,0.9829
资阳,2020/1/10,0.9710,0.9862
资阳,2020/1/11,0.9773,0.9899
资阳,2020/1/12,0.9742,0.9888
资阳,2020/1/13,0.9695,0.9866
资阳,2020/1/14,0.9677,0.9837
资阳,2020/1/15,0.9674,0.9834
资阳,2020/1/16,0.9659,0.9822
资阳,2020/1/17,0.9696,0.9806
资阳,2020/1/18,0.9724,0.9824
资阳,2020/1/19,0.9722,0.9812
资阳,2020/1/20,0.9744,0.9821
资阳,2020/1/21,0.9775,0.9830
资阳,2020/1/22,0.9816,0.9858
资阳,2020/1/23,0.9843,0.9865
资阳,2020/1/24,0.9837,0.9865
资阳,2020/1/25,0.9856,0.9876
资阳,2020/1/26,0.9870,0.9892
资阳,2020/1/27,0.9843,0.9816
资阳,2020/1/28,0.9819,0.9796
资阳,2020/1/29,0.9845,0.9732
资阳,2020/1/30,0.9851,0.9796
资阳,2020/1/31,0.9850,0.9747
资阳,2020/02/01,0.9846,0.9831
资阳,2020/02/02,0.9874,0.9821
资阳,2020/02/03,0.9881,0.9835
资阳,2020/02/04,0.9897,0.9853
资阳,2020/02/05,0.9959,0.9871
资阳,2020/02/06,0.9945,0.9855
资阳,2020/02/07,0.9928,0.9836
资阳,2020/02/08,0.9911,0.9855
资阳,2020/02/09,0.9941,0.9882
资阳,2020/02/10,0.9919,0.9863
资阳,2020/02/11,1.0485,0.9882
资阳,2020/02/12,1.0257,0.9897
资阳,2020/02/13,1.0818,0.9887
资阳,2020/02/14,1.2138,0.9842
资阳,2020/02/15,1.1854,0.9867
资阳,2020/02/16,1.1062,0.9842
资阳,2020/02/17,0.9944,0.9879
资阳,2020/02/18,0.9928,0.9881
资阳,2020/02/19,0.9885,0.9837
资阳,2020/02/20,0.9884,0.9796
资阳,2020/02/21,0.9891,0.9819
资阳,2020/02/22,0.9879,0.9770
资阳,2020/02/23,0.9861,0.9749
资阳,2020/02/24,0.9925,0.9789
资阳,2020/02/25,0.9871,0.9768
自贡,2020/1/1,0.9737,0.9859
自贡,2020/1/2,0.9544,0.9791
自贡,2020/1/3,0.9666,0.9817
自贡,2020/1/4,0.9636,0.9807
自贡,2020/1/5,0.9638,0.9831
自贡,2020/1/6,0.9569,0.9791
自贡,2020/1/7,0.9554,0.9781
自贡,2020/1/8,0.9559,0.9792
自贡,2020/1/9,0.9523,0.9757
自贡,2020/1/10,0.9611,0.9819
自贡,2020/1/11,0.9681,0.9878
自贡,2020/1/12,0.9652,0.9837
自贡,2020/1/13,0.9634,0.9838
自贡,2020/1/14,0.9597,0.9788
自贡,2020/1/15,0.9609,0.9777
自贡,2020/1/16,0.9633,0.9780
自贡,2020/1/17,0.9628,0.9772
自贡,2020/1/18,0.9657,0.9773
自贡,2020/1/19,0.9660,0.9756
自贡,2020/1/20,0.9656,0.9760
自贡,2020/1/21,0.9692,0.9757
自贡,2020/1/22,0.9738,0.9789
自贡,2020/1/23,0.9739,0.9831
自贡,2020/1/24,0.9743,0.9847
自贡,2020/1/25,0.9788,0.9903
自贡,2020/1/26,0.9823,0.9896
自贡,2020/1/27,0.9803,0.9817
自贡,2020/1/28,0.9782,0.9777
自贡,2020/1/29,0.9801,0.9734
自贡,2020/1/30,0.9816,0.9752
自贡,2020/1/31,0.9815,0.9734
自贡,2020/02/01,0.9883,0.9823
自贡,2020/02/02,0.9829,0.9785
自贡,2020/02/03,0.9884,0.9802
自贡,2020/02/04,0.9900,0.9864
自贡,2020/02/05,0.9924,0.9864
自贡,2020/02/06,0.9893,0.9847
自贡,2020/02/07,0.9899,0.9813
自贡,2020/02/08,0.9890,0.9860
自贡,2020/02/09,0.9920,0.9871
自贡,2020/02/10,0.9877,0.9869
自贡,2020/02/11,0.9884,0.9866
自贡,2020/02/12,0.9902,0.9850
自贡,2020/02/13,0.9898,0.9872
自贡,2020/02/14,0.9876,0.9871
自贡,2020/02/15,0.9894,0.9870
自贡,2020/02/16,0.9895,0.9817
自贡,2020/02/17,0.9910,0.9857
自贡,2020/02/18,0.9916,0.9864
自贡,2020/02/19,0.9889,0.9757
自贡,2020/02/20,0.9877,0.9782
自贡,2020/02/21,0.9883,0.9827
自贡,2020/02/22,0.9881,0.9718
自贡,2020/02/23,0.9849,0.9736
自贡,2020/02/24,0.9885,0.9741
自贡,2020/02/25,0.9882,0.9741
